,title,text,label
2343,Egyptian doctor has invented a fluid to treat coronavirus,Egyptian doctor has invented a fluid to treat coronavirus,FAKE
2346,"COVID-19 is no worse than other outbreaks that have occurred in “every election year,” suggesting that the new coronavirus is being “hyped” to hurt President Donald Trump","COVID-19 is no worse than other outbreaks that have occurred in “every election year,” suggesting that the new coronavirus is being “hyped” to hurt President Donald Trump",FAKE
2347,Australian researchers have found that bananas can help prevent infection of COVID-19,Australian researchers have found that bananas can help prevent infection of COVID-19,FAKE
2351,A video shows Chinese police crackdown on suspected COVID-19 patients,A video shows Chinese police crackdown on suspected COVID-19 patients,FAKE
2353,Clean your throat with salt water or vinegar to cure coronavirus,Clean your throat with salt water or vinegar to cure coronavirus,FAKE
2355,A train carrying vaccines with the inscription COVID-19,A train carrying vaccines with the inscription COVID-19,FAKE
2356,Evidence Shows The WHO Director-General Overstated COVID-19 Fatality Rate,Evidence Shows The WHO Director-General Overstated COVID-19 Fatality Rate,FAKE
2359,5G Technology Believed To Have Caused coronavirus,5G Technology Believed To Have Caused coronavirus,FAKE
2360,"“Ministry of Health ITALY released a small video, HOW the virus spreads!!!… BEST VIDEO. Please see ..how innocently it spread. SOAP is the remedy CLEAN/ WASH ur Hands always”","“Ministry of Health ITALY released a small video, HOW the virus spreads!!!… BEST VIDEO. Please see ..how innocently it spread. SOAP is the remedy CLEAN/ WASH ur Hands always”",FAKE
2363,"Coronavirus can be cured by sniffing clove and camphor and by drinking water, the virus will go to the stomach and the acid in the stomach will kill the virus","Coronavirus can be cured by sniffing clove and camphor and by drinking water, the virus will go to the stomach and the acid in the stomach will kill the virus",FAKE
2364,"As coronavirus outbreak surges, PM Narendra Modi has decided to facilitate fellow countrymen with free masks under the ‘Swacch Bharat’ scheme","As coronavirus outbreak surges, PM Narendra Modi has decided to facilitate fellow countrymen with free masks under the ‘Swacch Bharat’ scheme",FAKE
2365,Chinese intelligence officer terms the Novel coronavirus as a biological weapon invented by China,Chinese intelligence officer terms the Novel coronavirus as a biological weapon invented by China,FAKE
2366,"“We should be planning for a pandemic,�?Dr. Nancy Messonnier, #CDC’s National Center for Immunization and Respiratory Diseases on the #Wuhan #coronavirus","“We should be planning for a pandemic,�?Dr. Nancy Messonnier, #CDC’s National Center for Immunization and Respiratory Diseases on the #Wuhan #coronavirus",U
2367,"#WR: The delay allowed the disease to spread rapidly as medical staff took fewer precautions. One patient with coronavirus reportedly infected 14 hospital staff members in Wuhan. ""","#WR: The delay allowed the disease to spread rapidly as medical staff took fewer precautions. One patient with coronavirus reportedly infected 14 hospital staff members in Wuhan. """,U
2373,"#Wuhanvirus death toll jumps to 106, nearly 1,300 new cases: #China government","#Wuhanvirus death toll jumps to 106, nearly 1,300 new cases: #China government",U
2384,"Australian lab first outside of China to re-create coronavirus, helping vaccine push       &sf229100222=1 via @abcnews","Australian lab first outside of China to re-create coronavirus, helping vaccine push       &sf229100222=1 via @abcnews",U
2386,Clorox Already Knew About coronavirus And coronavirus Isn’t New Virus,Clorox Already Knew About coronavirus And coronavirus Isn’t New Virus,FAKE
2387,"""It will also enable researchers to develop a test to identify people who might be infected with the virus, even before they show any symptoms.""","""It will also enable researchers to develop a test to identify people who might be infected with the virus, even before they show any symptoms.""",U
2392,China has successfully tested an anti-coronavirus serum made in Egypt and presented in Beijing by the Egyptian Minister of Health,China has successfully tested an anti-coronavirus serum made in Egypt and presented in Beijing by the Egyptian Minister of Health,FAKE
2394,A hospital in Murcia in Spain has made a citizen appeal to make surgical masks,A hospital in Murcia in Spain has made a citizen appeal to make surgical masks,FAKE
2395,"A video of a fire erupting inside a vehicle has been viewed hundreds of times on Facebook, Twitter and on messaging app Line in March 2020 alongside a claim it shows an explosion that was sparked by an alcohol-based disinfectant used during the novel coronavirus pandemic","A video of a fire erupting inside a vehicle has been viewed hundreds of times on Facebook, Twitter and on messaging app Line in March 2020 alongside a claim it shows an explosion that was sparked by an alcohol-based disinfectant used during the novel coronavirus pandemic",FAKE
2396,"A claim that all fruit and vegetable markets in the Indian city of Chennai and across the state of Tamil Nadu have been ordered to close in an effort to curb the spread of the novel coronavirus has been shared in multiple posts on Facebook, WhatsApp and Twitter","A claim that all fruit and vegetable markets in the Indian city of Chennai and across the state of Tamil Nadu have been ordered to close in an effort to curb the spread of the novel coronavirus has been shared in multiple posts on Facebook, WhatsApp and Twitter",FAKE
2397,Claim that an American soldier was intentionally spreading the novel coronavirus in Wuhan during the seventh CISM Military World Games in October 2019 with a video clip of a man purportedly smearing saliva on the handrail on a train,Claim that an American soldier was intentionally spreading the novel coronavirus in Wuhan during the seventh CISM Military World Games in October 2019 with a video clip of a man purportedly smearing saliva on the handrail on a train,FAKE
2401,"Kimberly Anne Possible @_indiekim For those of you that might still not know, it was confirmed that the coronavirus was traced from the Wuhan Live Animal Market in China. So these people really think it’s okay to eat WILD LIVE animals that carry DISEASES, and think they’re not gonna get sick???? Oh man","Kimberly Anne Possible @_indiekim For those of you that might still not know, it was confirmed that the coronavirus was traced from the Wuhan Live Animal Market in China. So these people really think it’s okay to eat WILD LIVE animals that carry DISEASES, and think they’re not gonna get sick???? Oh man",U
2402,"As the US government moved to approve a $2 trillion stimulus package to address the impact of the novel coronavirus outbreak, a short block of text outlining Canada’s alleged response to the outbreak flourished on social media","As the US government moved to approve a $2 trillion stimulus package to address the impact of the novel coronavirus outbreak, a short block of text outlining Canada’s alleged response to the outbreak flourished on social media",FAKE
